title,link,description,published,city,state_name_x,county_name,lat,lng,roberta_title,roberta_description,roberta_title_label,roberta_title_score,roberta_desc_label,roberta_desc_score,city_ascii,state_id,state_name_y,county_fips,population,density,military,incorporated,timezone,zips
Warning over North Sea oil cash,http://www.bbc.co.uk/news/uk-scotland-scotland-politics-20777300#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The value of North Sea oil to Scotland's economy is becoming more erratic and difficult to predict, according to a think tank report.","Thu, 20 Dec 2012 00:13:08 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.5920818448066711)","('negative', 0.6705145239830017)",neutral,0.5920818448066711,negative,0.6705145239830017,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
AUDIO: Shell 'deeply regret' North Sea oil spill,http://news.bbc.co.uk/go/rss/int/news/-/today/hi/today/newsid_9565000/9565636.stm,"Glen Cayley, technical director of Shell's exploration and production activities in Europe, says the oil company ""deeply regret"" the oil spill in the North Sea.","Tue, 16 Aug 2011 07:43:38 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('negative', 0.7908028364181519)","('negative', 0.7142643332481384)",negative,0.7908028364181519,negative,0.7142643332481384,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Life at sea by world's largest offshore wind farm in North Sea,https://www.bbc.co.uk/news/science-environment-58761725?at_medium=RSSat_campaign=KARANGA,Fancy a job with great sea views? Meet the engineers who maintain 174 turbines in the North Sea.,"Sun, 03 Oct 2021 23:01:02 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('positive', 0.6424914598464966)","('positive', 0.869134247303009)",positive,0.6424914598464966,positive,0.869134247303009,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
North Sea gas leak exclusion zone,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-17505448,Oil workers have been moved from a second platform and drilling rig in the North Sea because of safety concerns.,"Tue, 27 Mar 2012 09:16:24 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.6101837754249573)","('neutral', 0.5029870867729187)",neutral,0.6101837754249573,neutral,0.5029870867729187,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Osborne gives North Sea tax break,http://www.bbc.co.uk/news/uk-scotland-scotland-business-19515932#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Chancellor George Osborne's tax allowance to support investment in older North Sea fields could attract a further £2bn of investment, it is claimed.","Fri, 07 Sep 2012 12:36:58 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8139641880989075)","('neutral', 0.548932671546936)",neutral,0.8139641880989075,neutral,0.548932671546936,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Earthquake recorded in North Sea,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-11151963,An earthquake is recorded in the North Sea about 155 miles east of Aberdeen.,"Wed, 01 Sep 2010 11:31:19 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8753623366355896)","('neutral', 0.897150456905365)",neutral,0.8753623366355896,neutral,0.897150456905365,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
North Sea gets first marine plan,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-11643118,"The first marine planning area will cover a swathe of the North Sea off the east coast of England, it is announced.","Thu, 28 Oct 2010 15:23:50 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8514423966407776)","('neutral', 0.863103449344635)",neutral,0.8514423966407776,neutral,0.863103449344635,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Gas leak platform flare 'burning',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-17522086,A flame is still burning above an evacuated North Sea platform from which gas has been leaking for three days.,"Wed, 28 Mar 2012 18:17:46 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('negative', 0.6290870308876038)","('negative', 0.6703351736068726)",negative,0.6290870308876038,negative,0.6703351736068726,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Puffin numbers 'weather storm wreck',http://www.bbc.co.uk/news/uk-scotland-22718913#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"North Sea coast puffin populations appear to have weathered spring storms which caused the deaths of thousands of the birds, researchers believe.","Thu, 30 May 2013 23:11:16 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('negative', 0.5220840573310852)","('neutral', 0.6514106392860413)",negative,0.5220840573310852,neutral,0.6514106392860413,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
£19bn to dismantle North Sea rigs,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-11472352,The cost of dismantling North Sea oil and gas platforms is forecast to reach £19bn over the next 30 years.,"Tue, 05 Oct 2010 07:17:52 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8114582896232605)","('negative', 0.5652015805244446)",neutral,0.8114582896232605,negative,0.5652015805244446,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Rival North Sea oil visions set out,http://www.bbc.co.uk/news/uk-scotland-scotland-politics-26314009#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The Scottish and UK governments set out competing visions for the future of North Sea oil and gas.,"Mon, 24 Feb 2014 20:16:42 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.9099897146224976)","('neutral', 0.9097966551780701)",neutral,0.9099897146224976,neutral,0.90979665517807,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
How ancient collision shaped New York skyline,http://www.bbc.co.uk/news/science-environment-22798563#sa-ns_mchannel=rssns_source=PublicRSS20-sa,How the collision of ancient landmasses framed the New York of modern times,"Fri, 07 Jun 2013 01:26:25 GMT",New York,New York,Queens,40.6943,-73.9249,"('neutral', 0.8825516700744629)","('neutral', 0.9174059629440308)",neutral,0.8825516700744629,neutral,0.9174059629440308,New York,NY,New York,36081,18972871,10768.2,False,True,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10303 10302 10301 11249 10452 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11208 11201 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10304 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11381 11386 11405 11425 11431 11437 11499 11690 11695
New York 'at risk' as seas rise,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13011073,"New York is set to be a major loser as a result of future sea level rise, according to a new forecast model.","Fri, 08 Apr 2011 12:00:28 GMT",New York,New York,Queens,40.6943,-73.9249,"('neutral', 0.7084051966667175)","('negative', 0.8387162685394287)",neutral,0.7084051966667175,negative,0.8387162685394287,New York,NY,New York,36081,18972871,10768.2,False,True,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10303 10302 10301 11249 10452 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11208 11201 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10304 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11381 11386 11405 11425 11431 11437 11499 11690 11695
VIDEO: Get up close to shuttle Enterprise,http://www.bbc.co.uk/news/science-environment-18899910#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Nasa's shuttle Enterprise has moved to a new home in New York, after the shuttle programme ended last year.","Thu, 19 Jul 2012 12:53:27 GMT",New York,New York,Queens,40.6943,-73.9249,"('neutral', 0.8863705992698669)","('neutral', 0.9197622537612915)",neutral,0.8863705992698669,neutral,0.9197622537612916,New York,NY,New York,36081,18972871,10768.2,False,True,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10303 10302 10301 11249 10452 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11208 11201 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10304 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11381 11386 11405 11425 11431 11437 11499 11690 11695
VIDEO: 'Bio-hackers' create New York lab,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-17033379,A group of scientists have created the first community-run biology laboratory in New York City in an effort to promote creativity in science.,"Wed, 15 Feb 2012 03:26:00 GMT",New York,New York,Queens,40.6943,-73.9249,"('neutral', 0.8607747554779053)","('positive', 0.670368492603302)",neutral,0.8607747554779053,positive,0.670368492603302,New York,NY,New York,36081,18972871,10768.2,False,True,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10303 10302 10301 11249 10452 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11208 11201 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10304 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11381 11386 11405 11425 11431 11437 11499 11690 11695
Lab rodents drowned in NY floods,http://www.bbc.co.uk/news/science-environment-20172256#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Thousands of lab rodents have drowned after storm Sandy caused flooding at a university centre in New York.,"Thu, 01 Nov 2012 15:43:51 GMT",New York,New York,Queens,40.6943,-73.9249,"('negative', 0.5308859944343567)","('negative', 0.8034924864768982)",negative,0.5308859944343567,negative,0.8034924864768982,New York,NY,New York,36081,18972871,10768.2,False,True,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10303 10302 10301 11249 10452 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11208 11201 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10304 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11381 11386 11405 11425 11431 11437 11499 11690 11695
