title,link,description,published
The Largest Solar Power Plant in Europe (For Now),https://earthobservatory.nasa.gov/images/146374/the-largest-solar-power-plant-in-europe-for-now,"The 500-megawatt Núñez de Balboa photovoltaic plant in Spain will supply energy to 250,000 people per year.","Sat, 07 Mar 2020 00:00:00 -0500"
Habitat at Risk for Snow-Dependent Organisms,https://earthobservatory.nasa.gov/images/146396/habitat-at-risk-for-snow-dependent-organisms,Some species will be exposed to more cold winter air without the insulating protection of snow cover.,"Fri, 06 Mar 2020 00:00:00 -0500"
Ever Restless Popocatépetl,https://earthobservatory.nasa.gov/images/146400/ever-restless-popocatepetl,"The volcano has been erupting since January 2005, with near constant venting from fumaroles, punctuated by minor steam, gas, and ash emissions.","Thu, 05 Mar 2020 11:53:23 -0500"
Cloud Streets Over the Labrador Sea,https://earthobservatory.nasa.gov/images/146387/cloud-streets-over-the-labrador-sea,Cold winds blowing over the sea helped form rows of cumulus clouds.,"Thu, 05 Mar 2020 00:00:00 -0500"
Reflecting on a Tumultuous Amazon Fire Season,https://earthobservatory.nasa.gov/images/146355/reflecting-on-a-tumultuous-amazon-fire-season,"The reality of science, statistics, and satellites is that a deep understanding of the causes, effects, and severity of a fire season takes time.","Wed, 04 Mar 2020 00:00:00 -0500"
A Burst of Lake Effect Snow,https://earthobservatory.nasa.gov/images/146382/a-burst-of-lake-effect-snow,"Though snow droughts kept the ground bare in much of the Northeast, a late-February storm pummeled upstate New York.","Tue, 03 Mar 2020 00:00:00 -0500"
Net Radiation,https://earthobservatory.nasa.gov/CERES_NETFLUX_M,"Net radiation is the balance between incoming and outgoing energy at the top of the atmosphere. It is the total energy available to influence climate after light and heat are reflected, absorbed, or emitted by clouds and land.","Mon, 31 Jan 2022 00:00:00 -0500"
Sipping Snow in the Sierras,https://earthobservatory.nasa.gov/blogs/eokids/?p=786,Explore how snowmelt becomes water and do a cool experiment to find out how much water snow leaves behind when it melts.,"Sun, 10 Oct 2021 04:00:00 -0400"
EO December Puzzler,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11778,Can you figure out where and what this is on Earth?,"Tue, 21 Dec 2021 14:13:29 -0500"
A New World Built of Sand,https://www.earthobservatory.nasa.gov/images/149861/a-new-world-built-of-sand,Dubai’s coast has some of the largest and most recognizable land reclamation projects on Earth.,"Sat, 28 May 2022 00:00:00 -0400"
"Manam Volcano, Papua New Guinea",https://www.earthobservatory.nasa.gov/images/149883/manam-volcano-papua-new-guinea,"The collision of the Australian and Pacific plates produces complex tectonics, and many active volcanoes in Papua New Guinea.","Fri, 27 May 2022 16:28:22 -0400"
How Aerosols Helped Untangle Carbon Monoxide Trends,https://www.earthobservatory.nasa.gov/images/149842/how-aerosols-helped-untangle-carbon-monoxide-trends,"Short-lived aerosols from smoke helped researchers pinpoint some of the key processes drawing levels of carbon monoxide down.
 ","Fri, 27 May 2022 00:00:00 -0400"
A Global Decline in Carbon Monoxide,https://www.earthobservatory.nasa.gov/images/149876/a-global-decline-in-carbon-monoxide,The widespread adoption of cleaner-burning technologies and declines in fire activity over the past two decades has drawn down global levels of the pollutant.,"Thu, 26 May 2022 00:00:00 -0400"
Tracking the Demise of a Giant Antarctic Iceberg,https://www.earthobservatory.nasa.gov/images/149872/tracking-the-demise-of-a-giant-antarctic-iceberg,"Scientists recently chronicled the death throes of A-68A, one of the world’s largest-known icebergs.","Wed, 25 May 2022 00:00:00 -0400"
The Black Fire Blows Up in New Mexico,https://www.earthobservatory.nasa.gov/images/149868/the-black-fire-blows-up-in-new-mexico,"The intensity and speed of the Black fire grew quickly, producing a pyrocumulonimbus cloud and crossing the Continental Divide, to become the second-largest fire in the state.","Mon, 23 May 2022 17:10:23 -0400"
Grand Canyon of Texas,https://www.earthobservatory.nasa.gov/images/149854/grand-canyon-of-texas,Palo Duro and Caprock Canyons provide insight into Texas geologic and human history.,"Mon, 23 May 2022 00:00:00 -0400"
Stirring Up a Mid-Atlantic Bloom,https://www.earthobservatory.nasa.gov/images/149864/stirring-up-a-mid-atlantic-bloom,"In mid-May, cool waters and abundant sunlight provoked a widespread phytoplankton bloom.","Sat, 21 May 2022 10:32:42 -0400"
Cabo de Gata-Níjar Natural Park,https://www.earthobservatory.nasa.gov/images/149857/cabo-de-gata-nijar-natural-park,The park’s semi-arid climate and volcanic features contribute to the peculiar landscape along southeastern Spain’s Mediterranean coastline.,"Sat, 21 May 2022 00:00:00 -0400"
Traces of an Ancient Watery World in Capitol Reef,https://www.earthobservatory.nasa.gov/images/149850/traces-of-an-ancient-watery-world-in-capitol-reef,"In the Utah desert, the red rocks, cliffs, and canyons of this nautically named national park—and many of its famous fossils—owe their existence to water.","Fri, 20 May 2022 00:00:00 -0400"
Spotting Severe Storms with Satellites,https://www.earthobservatory.nasa.gov/images/149846/spotting-severe-storms-with-satellites,"Overshooting tops and above-anvil cirrus plumes are clues that an especially destructive thunderstorm is brewing below. 
 ","Thu, 19 May 2022 00:00:00 -0400"
Persistent Dust Storms Batter Iraq,https://www.earthobservatory.nasa.gov/images/149838/persistent-dust-storms-batter-iraq,At least eight major events have darkened skies and sickened people in the past six weeks.,"Tue, 17 May 2022 17:52:51 -0400"
Submarine Eruption of Kavachi Volcano,https://www.earthobservatory.nasa.gov/images/149834/submarine-eruption-of-kavachi-volcano,Kavachi Volcano in the Southwest Pacific Solomon Islands—where hammerhead sharks prowl—has entered an active phase of eruption.,"Mon, 16 May 2022 17:16:27 -0400"
Maui’s Iconic Waves,https://www.earthobservatory.nasa.gov/images/149818/mauis-iconic-waves,"When large waves break in Māʻalaea Bay, they do so with the crushing speed of a freight train.","Mon, 16 May 2022 00:00:00 -0400"
San Pedro and Ambergris Cay,https://www.earthobservatory.nasa.gov/images/149827/san-pedro-and-ambergris-cay,Mangroves and the world’s second longest barrier reef system are among the natural gems around Belize’s largest island.,"Sun, 15 May 2022 00:00:00 -0400"
New Mexico Wildfire Spawns Fire Cloud,https://www.earthobservatory.nasa.gov/images/149830/new-mexico-wildfire-spawns-fire-cloud,"A massive, early season wildfire that continues to burn in northern New Mexico generated a pyrocumulonimbus cloud.","Fri, 13 May 2022 15:56:52 -0400"
Scientists Show How Forests Measure Up,https://www.earthobservatory.nasa.gov/images/149793/scientists-show-how-forests-measure-up,"A new map shows the height of Earth’s forests, from stubby saplings to timbers towering more than 50 meters tall, across the entire land surface.","Fri, 13 May 2022 00:00:00 -0400"
Red River Flooding is Worst in a Decade,https://www.earthobservatory.nasa.gov/images/149822/red-river-flooding-is-worst-in-a-decade,"A blizzard, multiple rainstorms, and melting winter ice swelled rivers out of their banks and across a flat floodplain in Minnesota, North Dakota, and Manitoba.","Wed, 11 May 2022 17:46:18 -0400"
Kīlauea’s Lava Lake Persists,https://www.earthobservatory.nasa.gov/images/149815/kilaueas-lava-lake-persists,"Since May 2018, when Ki&#772lauea’s lava lake last drained, the summit crater has filled with water, erupted again, boiled off the water, and refilled with lava.","Wed, 11 May 2022 00:00:00 -0400"
Twin Cyclones in the Indian Ocean,https://www.earthobservatory.nasa.gov/images/149812/twin-cyclones-in-the-indian-ocean,"The pair of weakening storms probably will not bring catastrophe to land, but they lined up and put on a show for satellites.","Mon, 09 May 2022 17:16:57 -0400"
Karst and Colors on the Yucatán Peninsula,https://www.earthobservatory.nasa.gov/images/149809/karst-and-colors-on-the-yucatan-peninsula,"Sediments and mangroves paint the wetlands, while sinkholes dot the land surface.","Sun, 08 May 2022 00:00:00 -0400"
Wild Fluctuations in Sierra Snow,https://www.earthobservatory.nasa.gov/images/149798/wild-fluctuations-in-sierra-snow,The California mountain range alternated between extreme precipitation and none at all this winter.,"Fri, 06 May 2022 17:06:21 -0400"
Kutch’s Coral Reefs,https://earthobservatory.nasa.gov/images/148286/kutchs-coral-reefs,The Gulf of Kutch is home to India’s first national marine reserve.,"Sat, 08 May 2021 00:00:00 -0400"
A Curious Case of Clouds in Iceland,https://earthobservatory.nasa.gov/images/148282/a-curious-case-of-clouds-in-iceland,"Waves in the atmosphere can form for a variety of reasons, from rugged topography to the collision of air masses.","Thu, 06 May 2021 17:08:32 -0400"
Smoke in the Stratosphere,https://earthobservatory.nasa.gov/images/148276/smoke-in-the-stratosphere,Astronaut photos of sunrises and sunsets occasionally include stunning views of high-flying aerosol plumes.,"Thu, 06 May 2021 00:00:00 -0400"
Widespread Drought in Mexico,https://earthobservatory.nasa.gov/images/148270/widespread-drought-in-mexico,"Nearly 85 percent of Mexico is experiencing drought, and water sources are dwindling.","Tue, 04 May 2021 16:24:41 -0400"
Bothnian Bay Before the Breakup,https://earthobservatory.nasa.gov/images/148266/bothnian-bay-before-the-breakup,"Before it is wiped away by spring melting, sea ice in the northern Baltic Sea displays some compelling patterns.","Tue, 04 May 2021 00:00:00 -0400"
Experimenting with Tucson Night Lights,https://earthobservatory.nasa.gov/images/148259/experimenting-with-tucson-night-lights,"Using satellites, scientists are starting to better understand the specific sources of urban light pollution.","Mon, 03 May 2021 00:00:00 -0400"
Ghana by the Sea,https://earthobservatory.nasa.gov/images/148256/ghana-by-the-sea,"The coast of the tropical Africa nation is shaped by a confluence of rivers, lagoons, and bays.","Sun, 02 May 2021 00:00:00 -0400"
Hingol National Park,https://earthobservatory.nasa.gov/images/148262/hingol-national-park,"With its rocky terrain, mountain caves, and beautiful beaches, Hingol National Park is one of the natural wonders of Pakistan.","Sat, 01 May 2021 00:00:00 -0400"
Sounding the Seafloor with Light,https://earthobservatory.nasa.gov/images/148246/sounding-the-seafloor-with-light,Researchers work to map shallow waters with freely available data and cloud computing.,"Fri, 30 Apr 2021 00:00:00 -0400"
Rock and Glass Shards Blanket La Soufriére,https://earthobservatory.nasa.gov/images/148240/rock-and-glass-shards-blanket-la-soufriere,"Following several explosive eruptions on the Caribbean island of Saint Vincent, volcanic ash poses myriad hazards in the air and on the ground.","Wed, 28 Apr 2021 17:14:52 -0400"
Wildfires and Smoke in Siberia,https://earthobservatory.nasa.gov/images/148238/wildfires-and-smoke-in-siberia,"Numerous fires have filled skies with smoke, causing air quality issues in Omsk.","Wed, 28 Apr 2021 14:36:54 -0400"
Earth — A Photo-Essay,https://earthobservatory.nasa.gov/features/earth-book-2019,NASA has a unique vantage point for observing the beauty and wonder of Earth and for making sense of it. The images in this book tell a story of a 4.5-billion-year-old planet where there is always something new to see.,"Wed, 28 Apr 2021 00:00:00 -0400"
China’s Red Rocks and Rainbow Ridges,https://earthobservatory.nasa.gov/images/148234/chinas-red-rocks-and-rainbow-ridges,The landscape of the Quilian Mountains exhibits layer upon layer of spectacularly colorful rocks.,"Wed, 28 Apr 2021 00:00:00 -0400"
Sizing Up Remote Lakes,https://earthobservatory.nasa.gov/images/148230/sizing-up-remote-lakes,Researchers are using ICESat-2 elevation data to create bathymetry maps of shallow lakes in the remote desert.,"Tue, 27 Apr 2021 00:00:00 -0400"
A Clear Day Over San Francisco Bay,https://earthobservatory.nasa.gov/images/148227/a-clear-day-over-san-francisco-bay,The Bay Area has several famous landmarks that stand out from the Space Station.,"Sun, 25 Apr 2021 00:00:00 -0400"
Omsk Shakes off Winter Frost,https://earthobservatory.nasa.gov/images/148223/omsk-shakes-off-winter-frost,"After months of snow cover, the region is shedding its winter coat.","Sat, 24 Apr 2021 00:00:00 -0400"
Fires in the Far East,https://earthobservatory.nasa.gov/images/148219/fires-in-the-far-east,Many farmers in northeastern China and eastern Russia use fire to clear fields and get them ready for planting.,"Fri, 23 Apr 2021 13:09:11 -0400"
Green Harvest in South Korean Waters,https://earthobservatory.nasa.gov/images/148215/green-harvest-in-south-korean-waters,Seaweed farms are a common sight in the shallow waters along the Korean Peninsula’s southern coast.,"Fri, 23 Apr 2021 00:00:00 -0400"
Tracking an Antarctic Iceberg’s Epic Journey,https://earthobservatory.nasa.gov/images/148213/tracking-an-antarctic-icebergs-epic-journey,The long voyage of one of the planet’s largest bergs—A-68A—has come to an end.,"Wed, 21 Apr 2021 13:38:16 -0400"
Fine-Tuning Irrigation in Asia,https://earthobservatory.nasa.gov/images/148203/fine-tuning-irrigation-in-asia,"Scientists harness satellite data to help farmers use less water in India, Pakistan, and Bangladesh.","Wed, 21 Apr 2021 00:00:00 -0400"
Surigae Stirs Up the Pacific,https://earthobservatory.nasa.gov/images/148208/surigae-stirs-up-the-pacific,The super typhoon reached extreme intensity earlier in the year than any storm in the satellite era.,"Mon, 19 Apr 2021 15:00:43 -0400"
Sea Ice Highs and Lows,https://earthobservatory.nasa.gov/images/148194/sea-ice-highs-and-lows,"There were no records set in 2020-21, but the downward trends in polar ice continue.","Mon, 19 Apr 2021 00:00:00 -0400"
Winter is Long in Orenburg,https://earthobservatory.nasa.gov/images/148200/winter-is-long-in-orenburg,Snow cover highlights the details of this railroad hub and city at the south end of the Ural Mountains.,"Sun, 18 Apr 2021 00:00:00 -0400"
